pid,trial,condition,time,pupil
1,2,reward,16801,0.02075026635914769
1,2,reward,17001,0.01932614818848831
1,2,reward,17201,-0.07127793806358668
1,2,reward,17401,-0.1646036892876694
1,2,reward,17601,-0.10534119441794831
1,2,reward,17801,-0.03952871738509797
1,2,reward,18001,-0.0411762839278109
1,2,reward,18201,-0.03996689880198438
1,2,reward,18401,0.04187735913783368
1,2,reward,18601,0.1494187949975554
1,2,reward,18801,0.1748205294387086
1,2,reward,19001,0.12040277029654244
1,2,reward,19201,0.0674460616721474
1,2,reward,19401,0.01640271223335735
1,2,reward,19601,0.0239108565189269
1,2,reward,19801,0.16796962909455426
1,2,reward,20001,0.3777878976250943
1,2,reward,20201,0.4647973270494654
1,2,reward,20401,0.4735275148567796
1,2,reward,20601,0.476674711963168
1,2,reward,20801,0.4454440786088571
1,2,reward,21001,0.4298316917073579
1,2,reward,21201,0.512005085943103
1,2,reward,21401,0.5996731639985912
1,2,reward,21601,0.6292709555020946
1,2,reward,22001,0.6992811472049162
1,2,reward,22201,0.661718024053652
1,2,reward,22401,0.38165876531680026
1,2,reward,22601,0.2613735346384997
1,2,reward,22801,0.26183969522789274
1,2,reward,23001,0.2130885650094188
1,2,reward,23201,0.2382855039431732
1,2,reward,23401,0.30230076685080987
1,2,reward,23601,0.26121930745668637
1,2,reward,23801,0.29316998315618326
1,2,reward,24001,0.3949526019789055
1,2,reward,24201,0.47828528766004336
1,2,reward,24401,0.5320455013873836
1,2,reward,24601,0.581527232740713
1,2,reward,24801,0.631666980909575
1,2,reward,25001,0.6285563845175844
1,2,reward,25201,0.6229541465330848
1,2,reward,25401,0.6471199236304866
1,2,reward,25601,0.6924123129530092
1,2,reward,25801,0.7137485957397333
1,2,reward,26001,0.7057391621335763
1,2,reward,26201,0.5278822682269447
1,2,reward,26401,0.3035016008476676
1,2,reward,26601,0.31164158037081974
1,2,reward,26801,0.3958079381719208
1,2,reward,27001,0.4038832301411821
1,2,reward,27201,0.3571683280584558
1,2,reward,27401,0.2357608381881125
1,2,reward,27601,0.1221521218654217
1,2,reward,27801,0.1845354581011521
1,2,reward,28001,0.15411966151841044
1,2,reward,28201,0.08251073079735141
1,2,reward,28401,0.10571493331482544
1,2,reward,28601,0.07285333170356922
1,2,reward,28801,-0.02160542999249052
1,2,reward,29001,-0.04141947061697616
1,2,reward,29201,0.02169510093103808
1,2,reward,29401,0.19923079004258645
1,2,reward,29601,0.30661270915226485
1,2,reward,29801,0.3536715698764734
1,2,reward,30001,0.3858842881968746
1,2,reward,30201,0.4217041615899358
1,2,reward,30401,0.4383984228866337
1,2,reward,30601,0.42577513836836256
1,2,reward,30801,0.34182022635711173
1,2,reward,31001,0.1945022324924668
1,2,reward,31201,0.20653987362667053
1,2,reward,31401,0.22541752843648
1,2,reward,31601,0.16896490788246657
1,2,reward,31801,0.12466022154477507
1,2,reward,32001,0.08725114430838603
1,2,reward,32201,0.155882009907915
1,2,reward,32401,0.32358466246045886
1,2,reward,32601,0.4359688893570882
1,2,reward,32801,0.40839675352614696
1,2,reward,33001,0.3804044135693253
1,2,reward,33201,0.4488201138074638
1,2,reward,33401,0.4957943907362804
1,2,reward,33601,0.5177167921842329
1,2,reward,33801,0.5405522810937233
1,2,reward,34001,0.5681847462367223
1,2,reward,34201,0.5816236620193589
1,2,reward,34401,0.6028305990646549
1,2,reward,34601,0.6269399345726897
1,2,reward,34801,0.6110876250265321
1,2,reward,35001,0.6110302783778955
1,2,reward,35201,0.547925628877632
1,2,reward,35401,0.48092150334407313
1,2,reward,35601,0.4190049291298436
1,2,reward,35801,0.3300604370731785
1,2,reward,36001,0.15532886982135485
1,2,reward,36201,0.04958639101621114
1,2,reward,36401,0.13216234967773918
1,2,reward,36601,0.225958447484764
1,2,reward,36801,0.3003681461044123
1,2,reward,37001,0.2557233874192333
1,2,reward,37201,0.11266528281145044
1,2,reward,37401,0.06269225281672546
1,2,reward,37601,0.10197407566280502
1,2,reward,37801,0.18307864073074503
1,2,reward,38201,-0.01963854294000131
1,2,reward,38401,0.13869739216901253
1,2,reward,38601,0.06762793402723188
1,2,reward,38801,-0.07175431357241085
1,2,reward,39201,-0.25960439860558526
1,2,reward,39401,-0.11788464108275028
1,2,reward,39601,-0.2532285943830543
1,2,reward,39801,-0.3375654408542184
1,3,neutral,1,0.2516389710365967
1,3,neutral,201,0.27835262877339095
1,3,neutral,401,0.3484912844556702
1,3,neutral,601,0.35881029621358884
1,3,neutral,801,0.42425307025569325
1,3,neutral,1001,0.587246083634507
1,3,neutral,1201,0.738023719385334
1,3,neutral,1401,0.8499230705021972
1,3,neutral,1601,0.9514993707324212
1,3,neutral,1801,1.023332736206013
1,3,neutral,2001,1.064346345081067
1,3,neutral,2201,1.0808872375099052
1,3,neutral,2401,1.1113145900966934
1,3,neutral,2601,1.1442744567402114
1,3,neutral,3201,0.6843135542205783
1,3,neutral,3401,0.625765957800238
1,3,neutral,3601,0.4107857631692747
1,3,neutral,3801,0.21216845809029808
1,3,neutral,4001,0.10399755914908997
1,3,neutral,4201,0.2220365287997308
1,3,neutral,4401,0.4587020937437017
1,3,neutral,4601,0.55353622486979015
1,3,neutral,4801,0.5084578268487594
1,3,neutral,5001,0.4994970168844827
1,3,neutral,5201,0.5341193463391417
1,3,neutral,5401,0.5602542773980226
1,3,neutral,5601,0.6343039850246659
1,3,neutral,5801,0.6449554213575731
1,3,neutral,6001,0.6442102594966747
1,3,neutral,6201,0.6827413285915481
1,3,neutral,6401,0.6875327085415285
1,3,neutral,6601,0.5634249027497953
1,3,neutral,6801,0.4375860984218166
1,3,neutral,7001,0.37811476178565256
1,3,neutral,7201,0.3336412255038549
1,3,neutral,7401,0.24738501523488593
1,3,neutral,7601,0.1435380198332986
1,3,neutral,7801,0.10525647448489704
1,3,neutral,8001,0.1354168646062832
1,3,neutral,8201,0.10794372246276825
1,3,neutral,8401,0.08067932105321618
1,3,neutral,8601,0.109385659936603
1,3,neutral,8801,0.09721768105125862
1,3,neutral,9001,0.1950741787042819
1,3,neutral,9201,0.28060048320711545
1,3,neutral,9401,0.14081886639059868
1,3,neutral,9601,0.06840342106852453
1,3,neutral,9801,0.0826415263150535
1,3,neutral,10001,0.07699049510016596
1,3,neutral,10201,0.03256583061154856
1,3,neutral,10401,-0.04539910596972078
1,3,neutral,10601,-0.13725920957400783
1,3,neutral,10801,-0.18699981967340923
1,3,neutral,11001,-0.1632638752974611
1,3,neutral,11201,-0.03716599193951635
1,3,neutral,11401,-0.0108541702548853
1,3,neutral,11601,-0.08269493283405195
1,3,neutral,11801,-0.1272621637156475
1,3,neutral,12001,-0.11108065241824495
1,3,neutral,12201,-0.11866529797222652
1,3,neutral,12401,-0.16215842006040032
1,3,neutral,12601,-0.2038815820648908
1,3,neutral,12801,-0.3240193736836849
1,3,neutral,13001,-0.44912597419682
1,3,neutral,13201,-0.40272027323462223
1,3,neutral,13401,-0.32653375279561025
1,3,neutral,13601,-0.3030748950589511
1,3,neutral,13801,-0.1987422224669169
1,3,neutral,14001,-0.14986724835120688
1,3,neutral,14201,-0.2380356298287156
1,3,neutral,14401,-0.31860382436701856
1,3,neutral,14801,-0.16388933453986734
1,3,neutral,15001,-0.2327626205345916
1,3,neutral,15201,-0.4349093573087772
1,3,neutral,15401,-0.46881805796410486
1,3,neutral,15601,-0.4559268132511091
1,3,neutral,15801,-0.4683113209521548
1,3,neutral,16001,-0.4479693097090419
1,3,neutral,16201,-0.38825612576222573
1,3,neutral,16401,-0.24985328000510876
1,3,neutral,16601,-0.08128252357696886
1,3,neutral,16801,-0.0037024779944176
1,3,neutral,17001,0.09891916985029828
1,3,neutral,17201,0.2199289260340078
1,3,neutral,17401,0.2403364609489883
1,3,neutral,17601,0.1778240811156035
1,3,neutral,17801,0.1398849420327457
1,3,neutral,18001,0.21010525121389328
1,3,neutral,18201,0.3000870468092565
1,3,neutral,18401,0.3046536741094851
1,3,neutral,18601,0.3565258267217573
1,3,neutral,18801,0.4610257282342115
1,3,neutral,19001,0.521826820009987
1,3,neutral,19201,0.5809511737871494
1,3,neutral,19401,0.5774395941094042
1,3,neutral,19601,0.5127304256350551
1,3,neutral,19801,0.41892804152319785
1,3,neutral,20001,0.47046829051703026
1,3,neutral,20201,0.5601459200606835
1,3,neutral,20401,0.5656676602453155
1,3,neutral,20601,0.45361222002221574
1,3,neutral,20801,0.3244242734093129
1,3,neutral,21001,0.4036498614937927
1,3,neutral,21201,0.5390653504548182
1,3,neutral,21401,0.6240360839609403
1,3,neutral,21601,0.6248686109513651
1,3,neutral,21801,0.6131952338834196
1,3,neutral,22001,0.559521128090203
1,3,neutral,22201,0.5499271426391055
1,3,neutral,22401,0.609555545070929
1,3,neutral,22601,0.6218932842504706
1,3,neutral,22801,0.6023283063588203
1,3,neutral,23001,0.4782367272794275
1,3,neutral,23201,0.14264868840757955
1,3,neutral,23401,-0.08007992379295664
1,3,neutral,23601,-0.1493878195068283
1,3,neutral,23801,-0.17417513272170346
1,3,neutral,24001,-0.08705307581771796
1,3,neutral,24201,0.10549401157766662
1,3,neutral,24401,0.2796393970255173
1,3,neutral,24601,0.40843459071453914
1,3,neutral,24801,0.5087194869770216
1,3,neutral,25001,0.5662294183491497
1,3,neutral,25201,0.5500975251872463
1,3,neutral,25401,0.4447179030356078
1,3,neutral,25601,0.40807880258223894
1,3,neutral,25801,0.5180025425851339
1,3,neutral,26001,0.5833571518972013
1,3,neutral,26201,0.5944423691516555
1,3,neutral,26401,0.47903470463901365
1,3,neutral,26601,0.2130534299879965
1,3,neutral,26801,0.01809885089215249
1,3,neutral,27001,0.00779368808769516
1,3,neutral,27201,-0.05676799709183055
1,3,neutral,27401,-0.0871734500786352
1,3,neutral,27601,0.02054489435252062
1,3,neutral,27801,0.11450485777801996
1,3,neutral,28001,-0.02968163330377595
1,3,neutral,28201,-0.24948468482184685
1,3,neutral,28401,-0.4054588008797
1,3,neutral,28601,-0.4884676460249496
1,3,neutral,28801,-0.41443531452451937
1,3,neutral,29001,-0.32072766503550737
1,3,neutral,29201,-0.30788596901076537
1,3,neutral,29401,-0.2399601816094931
1,3,neutral,29601,-0.1554332663113706
1,3,neutral,29801,-0.12669699457226466
1,3,neutral,30001,-0.0974301843953581
1,3,neutral,30201,-0.15006804284515043
1,3,neutral,30401,-0.16162884304588374
1,3,neutral,30601,-0.17959746016570183
1,3,neutral,30801,-0.15486497639292277
1,3,neutral,31001,-0.14432451214684397
1,3,neutral,31201,-0.08492483977149547
1,3,neutral,31401,-0.12066372624345542
1,3,neutral,31601,-0.14635492011842335
1,3,neutral,31801,-0.08426740614590028
1,3,neutral,32001,-0.07693561173256164
1,3,neutral,32201,-0.1104877570370181
1,3,neutral,32401,-0.09673031942556008
1,3,neutral,32601,-0.09784244375533128
1,3,neutral,32801,-0.1293609739822398
1,3,neutral,33001,-0.12696092168156267
1,3,neutral,33201,-0.1189362454886593
1,3,neutral,33401,-0.1307689009463773
1,3,neutral,33601,-0.15944604029412435
1,3,neutral,33801,-0.1357876990075655
1,3,neutral,34001,-0.05611790494474656
1,3,neutral,34201,0.06218628156886974
1,3,neutral,34401,0.1589592663248192
1,3,neutral,34601,0.18810143487153227
1,3,neutral,34801,0.06271820755325104
1,3,neutral,35001,0.07716844462893303
1,3,neutral,35201,0.1587464137127151
1,3,neutral,35401,0.1656509367492889
1,3,neutral,35601,0.2374567416814054
1,3,neutral,35801,0.29406664339484945
1,3,neutral,36001,0.33515976945396153
1,3,neutral,36201,0.32881238463190465
1,3,neutral,36401,0.3100238807267699
1,3,neutral,36601,0.29974758963052645
1,3,neutral,36801,0.308382570025106
1,3,neutral,37001,0.3560382211666549
1,3,neutral,37201,0.37001935807758446
1,3,neutral,37401,0.337298401405173
1,3,neutral,37601,0.31919635398846735
1,3,neutral,37801,0.30833299194892305
1,3,neutral,38001,0.26055546727083007
1,3,neutral,38201,0.2646031293967819
1,3,neutral,38401,0.21706259224971572
1,3,neutral,38601,0.17986229688405725
1,3,neutral,38801,0.2345324014680142
1,3,neutral,39001,0.29731585462099586
1,3,neutral,39201,0.1766980224332632
1,3,neutral,39401,0.07577009694474321
1,3,neutral,39601,0.07627697527237592
1,3,neutral,39801,0.05961641336172784
1,4,reward,1,-0.09566183899110788
1,4,reward,201,0.03800323942137664
1,4,reward,401,0.1657836655304508
1,4,reward,601,0.2944316360480797
1,4,reward,801,0.40712195280478514
1,4,reward,1001,0.5216108820472027
1,4,reward,1201,0.6179762960351951
1,4,reward,1401,0.7217863610896103
1,4,reward,1601,0.8318670632110018
1,4,reward,1801,0.9046189685644668
1,4,reward,2001,0.9428923280108552
1,4,reward,2201,0.9086641987424292
1,4,reward,2401,0.799088817129853
1,4,reward,2601,0.812412909647228
1,4,reward,2801,0.8534083890911722
1,4,reward,3001,0.900931570751093
1,4,reward,3201,0.896902798356615
1,4,reward,3401,0.7556674818527181
1,4,reward,3601,0.7176870249044861
1,4,reward,3801,0.691824785020136
1,4,reward,4001,0.6321303496158962
1,4,reward,4201,0.6334776816420844
1,4,reward,4401,0.6959072294145107
1,4,reward,4601,0.8148292959419979
1,4,reward,4801,0.8786037400746785
1,4,reward,5001,0.9073804091707998
1,4,reward,5201,0.9345841340132486
1,4,reward,5401,0.919049391607072
1,4,reward,5601,0.7182057464147903
1,4,reward,5801,0.5472414025395862
1,4,reward,6001,0.5169917354135417
1,4,reward,6201,0.50649027921919
1,4,reward,6401,0.5609672771447777
1,4,reward,6601,0.541893929718275
1,4,reward,6801,0.44335862425102707
1,4,reward,7001,0.34928462674541494
1,4,reward,7201,0.3598354467676523
1,4,reward,7401,0.4244156714544001
1,4,reward,7601,0.48645723658795953
1,4,reward,7801,0.5877778608188549
1,4,reward,8001,0.703572045438789
1,4,reward,8201,0.7945755431004375
1,4,reward,8401,0.8661820480363315
1,4,reward,8601,0.7855843286010757
1,4,reward,8801,0.574967184223427
1,4,reward,9001,0.4472962395367843
1,4,reward,9201,0.35746909545460026
1,4,reward,9401,0.4158153805772011
1,4,reward,9601,0.5287037257861041
1,4,reward,9801,0.6321333245761936
1,4,reward,10001,0.6719056635207767
1,4,reward,10201,0.6877843158907228
1,4,reward,10401,0.7282766597619503
1,4,reward,10601,0.7726378638300552
1,4,reward,10801,0.6896201306685411
1,4,reward,11001,0.6378082218908346
1,4,reward,11201,0.566897304315671
1,4,reward,11601,0.22621364846293257
1,4,reward,11801,0.2783958735548452
1,4,reward,12001,0.05236414264966996
1,4,reward,12201,-0.07729936127062803
1,4,reward,12401,-0.2021972978520641
1,4,reward,12601,-0.2816338237784519
1,4,reward,12801,-0.3068652443238357
1,4,reward,13001,-0.33966367755660226
1,4,reward,13201,-0.3602242866730785
1,4,reward,13401,-0.3079502955601776
1,4,reward,13601,-0.2612805616792832
1,4,reward,13801,-0.22673923744912303
1,4,reward,14001,-0.18462446578732575
1,4,reward,14201,-0.23534469223394844
1,4,reward,14401,-0.3878824863619522
1,4,reward,14601,-0.4640322928754861
1,4,reward,14801,-0.40524359521658054
1,4,reward,15001,-0.26882246404055893
1,4,reward,15201,-0.19844167077373384
1,4,reward,15401,-0.20300852826523155
1,4,reward,15601,-0.2865889382310988
1,4,reward,15801,-0.3841976265673958
1,4,reward,16001,-0.39189731204413775
1,4,reward,16201,-0.3333732320236954
1,4,reward,16401,-0.3018245449155693
1,4,reward,16601,-0.22509080620877375
1,4,reward,16801,-0.10441544827379556
1,4,reward,17001,-0.11936476464156295
1,4,reward,17201,-0.15487116138149454
1,4,reward,17401,-0.16800261394601368
1,4,reward,17601,-0.10137413316408274
1,4,reward,17801,0.06830002370448694
1,4,reward,18001,0.1564199523801114
1,4,reward,18201,0.13511329050368495
1,4,reward,18401,0.25272876953235196
1,4,reward,18601,0.4002484556809864
1,4,reward,18801,0.4909443214107434
1,4,reward,19001,0.5291517247160867
1,4,reward,19201,0.5137052725851156
1,4,reward,19401,0.4791117790632112
1,4,reward,19601,0.35902714147700393
1,4,reward,19801,0.2743976439268688
1,4,reward,20001,0.2857329669277942
1,4,reward,20201,0.38979234076665265
1,4,reward,20401,0.4061063523784235
1,4,reward,20601,0.3401009270928888
1,4,reward,20801,0.24782835603831144
1,4,reward,21001,0.24299240543170697
1,4,reward,21201,0.3831973968876869
1,4,reward,21401,0.4500452069863064
1,4,reward,21601,0.3796385680067106
1,4,reward,21801,0.2745895191234342
1,4,reward,22001,0.27436672726997036
1,4,reward,22201,0.3137921205101954
1,4,reward,22401,0.39481256868138226
1,4,reward,22601,0.4603371733952537
1,4,reward,22801,0.4873155137281884
1,4,reward,23001,0.42766825202194303
1,4,reward,23201,0.3927257432201251
1,4,reward,23401,0.44623482579493495
